"name","mz","rt","S20","S30","S39","S49","S59","S69","S78","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S21","S22","S23","S24","S25","S26","S27","S28","S29","S31","S32","S33","S34","S35","S36","S37","S38","S40","S41","S42","S43","S44","S45","S46","S47","S48","S50","S51","S52","S53","S54","S55","S56","S57","S58","S60","S61","S62","S63","S64","S65","S66","S67","S68","S70","S71","S72","S73","S74","S75","S76","S77","S79","S80","S81","S82","S83","S84","S85","S86","S87","S1","S88","S89","S90","S91","S92","S93","S94","S95","S96","S97","S98","S99","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120","S121","S122","S123","S124","S125","S126","S127","S128","S129","S130","S131","S132","S133","S134","S135","S136","S137","S138","S139","S140","S141","S142","S143","S144","S145","S146","S147","S148","S149","S150","S151","S152","S153","S154","QC1","QC2","QC3","QC4","QC5","QC6","QC7","QC8","QC9","QC10","QC11","QC12","QC13","QC14","QC15","QC16","QC17","QC18","QC19","QC20","QC21","QC22","QC23"
95,229.12296,582.159,1796012,1600235,1606001,1642118,1698890,1662845,1516488,1592321,1586722,1578258,1517009,1344992,1519273,1394787,1376777,1458623,1439165,1167751,1437720,1391176,1345829,1388555,1380270,1338844,1322566,1332070,1399695,1347814,1375292,1341831,1420467,1360329,1302969,1175920,1250691,1392278,1311273,1286689,1255583,1304822,1211721,1264917,1251548,1138950,1247696,1194650,1219511,1222027,1097491,1183986,1176108,1141911,1072423,1149484,1067314,1033971,1134126,1110270,1098421,991034.9,1087499,919817.2,982869.9,1084780,1008786,968453.6,914317.5,880588.2,968571.5,823072.2,881471.9,905424.4,849356.1,823441.6,827766.7,853475.1,826658,688502.1,817380.2,777009.1,788721.2,752544.6,737653,739125.3,740897.8,725717.5,810056.6,742174.2,765736.4,697980.7,767598.4,867637.2,768539,752921.1,697189.3,766171.4,766764.2,771891.2,676487.5,718327,699602.9,702762.4,712422.5,672868.2,664145,685252.2,653068.5,581513.9,668602,601960,662075.1,642095.5,622755.3,677174,581578.9,608588.2,466713.5,549507.2,589666.7,619464.2,617855.5,626100.2,588274.6,601915.3,564404.2,584625.7,566177.7,594688.2,500446,546824.6,574596,554336.4,602613.9,503524.1,560206.2,536581.8,546012,551927.4,521332.9,542584.8,514120.5,534832.9,492983.1,452543.4,490346.7,453862.1,430838,512174,472201.7,467510.7,472732.2,438141,467022.7,422702.1,1788215,1186707,1461574,1405282,1372604,1252908,1283786,1090506,1103686,1025112,780823.3,800662.2,779117.9,809442.5,753081.4,636953.5,631038.1,638546.1,506146.1,552471.7,518801.4,515239.4,471036.6
96,229.15529,392.513,524115.3,579064.1,679352.4,627891.9,570365.8,563105.7,537259.8,538143.1,533788.1,511684.6,507162.5,587364.7,488619.1,1053864,503510,507490.6,398733.2,477695.7,453942.5,445100.2,468065.5,475766.4,448014.9,451561.8,440984.7,758844.4,439311.7,449848.5,737586.3,466718.7,430951.6,446355.5,446164.9,453375.6,500756.5,450270.1,476063.7,661939.5,437851.2,477199.7,459468.1,465183.7,467584.9,457888.3,531951.5,528203.1,537080.3,506819.3,508636,534654,425702.3,519763.2,538424.9,527370.5,541674.7,530800.1,529609.5,513004,543478.4,554644,545812.3,544136.9,535941.8,571967.4,592297.8,590910.1,901105.8,653737.2,657237.1,657267.2,798393.4,771654.9,790139,772237.1,802093.5,801342.1,827108.5,861756.6,882593.7,921293.5,903835.7,925656.7,930320.8,931616.8,946287.2,943654.5,941174.7,2004901,969369.7,953880.1,961486.6,960620.4,1004766,1023605,1043627,1072199,1057972,1022331,991681.2,1052543,1072459,1113637,1106275,1120204,1174895,1217570,1190117,1206605,1209157,1193821,1246738,1231860,1882822,1294253,1366213,1389523,1377309,1384306,1410018,1457216,1466058,1480231,1462424,1464421,1474261,1515027,1580650,1527585,1606916,1626351,1610897,1605277,1660813,1600782,1696247,1687960,1609884,1672788,1721485,1733201,1726147,1739063,1672749,1661314,1731360,1819379,1730037,1712341,1682578,1766916,1802722,1848222,1822521,1840165,1926887,526482.4,472996.3,440570.8,452508.2,451062.4,455962.6,514797.5,529015.5,427546.1,783845,856308.1,967657.5,953219,988011.5,1175815,1305128,1411993,1463048,1607813,1698630,1654138,1778471
97,229.1554,407.752,601854.2,559750,1009035,1075735,976231.1,972829.6,874938.4,973001.5,955727.2,829284.7,910847.2,860245.5,830459.8,915830.4,911036.2,829593,569325.7,609224.6,911898.6,805199.7,892415.8,877309.4,878773.6,520887.7,854035.6,927791.5,631784.1,822548.3,577094.3,842782.8,818655.6,532284.7,733466.9,556228.3,728541.8,788302.4,757840.6,874095.8,503312.4,576617.1,774021.3,574273.4,521358.5,581657.6,880289.4,580491.2,642236.6,733847.3,587353.8,568786.6,628978.9,564910.3,642584.8,595502.4,536722.7,538518.8,564750,499471.7,522126.4,585131.8,513123.8,507050,553897.9,562590.4,582154.9,627022.3,652928.3,780009.8,826791.8,788100.4,899765.5,855633.1,848522,912847.7,1021941,810272.4,826576.3,762680.4,773712.4,724870.8,716666.4,779473.4,733210.9,672333.3,637836.1,665683.9,618418.7,676229.8,579266.7,606804.7,624196.8,651690.5,573206.9,628808.6,626175.2,629994.3,556960.4,578263.9,556288.9,579139.7,571989.8,578322.6,588578,536752.6,535300.8,561921.9,551384.5,539117.6,495145.3,563988.1,530039.8,512739.6,656939.9,464767.4,490221.6,464590.1,479348.7,499113.8,490781.7,523260.9,507744.1,516976.6,528140.5,495031.8,495805.6,475631.6,483894,468302.5,473145.9,453265.3,486547.2,471354.3,458655.9,472656.3,472422.9,483134.8,447283.1,455386.4,454830.6,467614.3,405589.4,412790.1,423852.7,362252.7,439806.5,445081.2,417016.5,391335.3,382001.8,383650,639781.7,338729.9,333673.3,335493.6,1002378,544865.2,888929.4,827935.2,523783.1,568158.8,762924.7,552584.2,567061.8,678466.4,922671.1,808596.4,712001.7,581446,550201.8,555300.2,582859.1,514891.7,466383.9,467344.3,471428.1,379172.9,325673.5
98,229.15562,552.455,14280850,14518900,14056060,15953470,13815000,13474590,13401120,14003160,13863120,13519630,13916180,13451000,14005880,13389070,13940730,12762500,12128400,12271760,12327170,11799890,13252040,11614700,12958270,13187140,12340590,11942030,11937050,11314530,12970150,11802510,11848360,13236190,13405950,12941100,13925280,11616850,13229960,11879220,12244260,13539730,13457270,13299600,13186140,11878480,14509090,14105840,13948740,14044370,13686110,12667780,13195850,13370590,12308920,13860350,13445270,13369270,12325110,12560720,12034740,11794150,12518290,12136940,12411610,11865180,12576780,12717390,12503880,13056370,13156050,12718840,12329040,12813240,13370490,13995870,13295450,12081020,12530300,12433720,12277940,11657490,12240750,12378620,12727790,11455890,11829400,12340570,12670650,12087230,12224660,12354120,12489620,12343080,11888040,12897340,12915720,13178190,11970680,11500190,11146760,12025720,12005520,11774290,12182500,9541155,11619180,11807960,11933780,11344650,11727470,10531730,11290380,11272810,11359800,12616220,11792540,12122960,11298890,12154950,11575920,11713990,11968970,11720130,11561410,11661130,11453740,11594500,11442230,11147400,11894850,11535640,11620900,11767120,11384680,11571400,12586440,11727510,11540630,11227630,11001980,11542440,11264230,11384400,10867970,11135580,11466600,11379170,10783480,10929420,10609360,11237880,10927360,11199460,11272290,11111750,15679170,15106630,12738720,12113410,13075560,12253960,13052960,13542380,13464010,12986230,13124540,11598060,11997970,11168440,12096640,11316970,12245620,11993780,11473770,11299700,11100700,12064680,11246760
99,231.14552,454.528,171548.1,161383.8,155332.3,153398.7,162148.4,170292.1,150139.8,148007,138014.5,133948.2,130711.5,132593.1,130685.4,123741.1,123778.9,123821.8,121916.1,118845.7,120076.3,119172.3,120344.7,112660,115100.8,112902,114511.8,104677,112004.6,109287.7,106744.2,107044,103594.6,107671.1,107233.2,107386.1,103663.2,103842.1,98812.8,89579.08,97280.6,96021.92,103856.8,98822.05,98213,102120.3,108881.2,118429.9,110769.2,105426.2,110916.4,109608.5,104953.7,110214.4,104097.2,105074.7,106259,107748.8,98078.5,104172.4,104144.4,103861.1,100863.6,99482.42,99289.36,107290.4,106648.4,104162.5,102517.5,98951.99,105656.7,102598.9,103701.2,105666.6,105368.1,109467.8,105824.5,100807.4,102875.1,95589.48,104207.6,102703.5,101575.6,97686.17,98077.44,97569.69,90858.01,90651.38,94697.75,96934.2,91654.7,94659,95163.39,95655.65,93522.76,96322.51,98105.59,96526.54,89546.29,92898.78,86217.01,86113.22,87618.81,83408.79,87279.54,87739.59,86194.12,86142.42,89140.53,86793.75,86703.03,85124.89,83693.12,81695.58,90288.92,85139.66,82767.25,82183.39,82983.9,82930.02,82990.39,81450.67,80252.11,81010.19,80295.16,81117.99,81038.89,80872.75,81375.4,80666.58,82989.51,81252.06,80245.42,78364.28,81686.84,81843.88,80860.97,79279.21,77771.47,77389.1,79668.5,80281.51,79390.99,79941.45,78732.24,78572.31,79700.68,78250.89,76962.81,77597.86,75787.01,77325.4,84910.08,77929.11,78659.23,77653.92,169545.7,160620.7,127168.3,116962,106191.4,99249.02,94996.57,111011.1,102656.2,104031.5,100767.6,96537.49,101103.2,97651.85,88262.37,83830.02,84163.34,79185.06,80698.07,79803.06,79124.79,76033.94,79735.17
100,232.06336,287.69,15558.68,15795.6,16116.92,15112.58,14932.2,15177.25,14935.83,14672.35,14513.81,14394.78,13488.58,13785.89,13811.38,14709.66,13848.41,13331.79,13557.51,13728.38,13182.63,12900.8,13042.1,12552.58,12534.98,12632.77,12685.25,13862.97,13403.68,12246.69,12224.05,12352.24,11990.46,12316.78,12511.94,12843.01,12272.27,12358.21,12576.36,12662.02,11820.45,11726.21,11652.54,11608.72,11965.7,11431.56,12773.83,12745.61,12269.08,12293.12,12634.98,12868.98,13656.08,12166.2,13303.12,12964.94,12346.24,12418.71,12353.41,11957.34,12230.85,11875.7,11986.8,11825.7,11634.15,12190.7,11801.91,11423,11908.58,11258.69,11365.85,11058.18,12001.44,12133.45,11967.26,11983.09,11878.99,11827.48,11337.75,11328.3,12209.46,11857.47,11889.59,11315.44,11569.67,11347.2,10605.03,10796.46,11034.33,12543.79,11001.88,11214.92,11315.58,11549.63,11654.19,11573.6,11970.22,12108.99,11247.25,11534.11,10905.75,10939.91,10861.99,10468.05,10385.01,10939.01,10859.09,10853.49,10762.92,10780.11,10834.91,10690.65,10712.9,10834.04,11734.71,10865.9,10776.03,11079.55,11132.59,11414.79,9896.27,10321.81,10663.75,10521.56,11502.19,11059.38,10515.63,10558.03,10640.41,11599.67,11005.8,11337.69,11509.14,11588.69,11291.53,11395.75,11487.72,11495.03,10820.96,11026.55,11108.07,11114.45,11209.16,10993.76,10781.79,10985.47,11193.3,11789.17,11199.76,11934.41,11770.73,11542.87,12302.1,11871.34,11439.53,11363.21,18297.81,14640,13117.45,12854.8,12216.76,13521.3,11806.59,12313.09,11904.2,13227.48,12964.39,11681.58,11588.69,11430.29,10758.18,11494.41,10935,10777.22,10933.29,11447.05,11470.46,11456.67,11444.82
101,233.12448,603.449,26150.99,28856.17,27768.88,29654.05,27877.96,26522.29,29568.22,27040.71,27210.35,27925.92,27015.63,29799.34,27083.81,27341.67,26128.34,27677.7,25364.91,26175.75,26571.89,26623.81,27535.37,27146.08,25826.62,25987.92,25267.5,26088.55,25981.45,25643.1,26473.6,26930.67,25854.08,26376.98,27075.28,26012.15,25349.48,25354.83,24778.76,21643.4,24883.37,25027.93,24747.27,25592.46,24329.55,22938.6,24219.46,24858.17,24617.78,24146.52,23871.72,23504,23019.28,24269.73,23591.3,24516.54,23054.19,22822.28,23126.32,22511.17,22769.67,22279.49,22507.7,22531.96,22779.83,23813.53,23342.78,22229.96,21812.84,22402.17,22608.07,21561.95,22285.88,21563.98,22501.81,22650.34,22333.45,21334.6,21453.48,19037.22,20956.83,20918.44,20303.61,20242.7,20593.76,19609.85,19767.07,20072.25,20428.02,20058.44,21179.97,21243.46,21207.7,21223.65,21503.81,22043.92,23264.91,21699.3,20465.55,19889.03,19657.86,19326.02,19400.09,19600.71,18720.19,18472.39,19471.29,20041.11,19801.04,18450.52,19262.32,18610.74,18627.67,18112.08,19149.78,19152.26,17583.54,17765.01,18843.74,18198.74,17996.92,15849.95,16347.89,17816.51,19102.64,18062.67,17523.38,16808.56,18407.91,17031.81,17996.38,17793.34,16919.04,16616.57,17122,17615.02,16541.22,17345.31,16074.32,15690,16226,16875.13,17006.81,17424.31,16777.94,15652.82,17727.97,15211.73,15280.84,16227.92,15852.94,16176.86,15100.33,15782.67,16297.84,15585.18,22147.37,27241.05,27515.05,26477.66,26392.35,26542.5,23975.9,24720.02,21720.75,23481.23,23677.76,19609.53,21541,20359.78,19317.86,21608.46,19478.51,15966.93,17843.64,17150.39,16187.12,15999.9,15164.16
102,234.91688,683.0815,52551.98,44141.48,52785.97,54601.82,56064.64,58558.42,55248.54,54970.08,54908.54,48981.88,55507.57,55068.32,54749.63,54203.66,48825.5,60734.93,55804.14,51050.9,54898.04,57144.62,54185.42,59627.9,59416.87,54391.45,59804.25,59353.2,62642.27,60948.91,64932.76,65265.39,63305.13,64787.53,64881.63,68267.68,65477.7,66151.99,68062.27,70026.31,71009.63,68757.46,69275.71,70330.32,71078.61,70982.27,74259.09,77286.42,66943.52,68276.93,74999.54,79326.24,76757.68,73843.09,79872.54,80665.9,73405.58,77479.07,81778.47,78864.55,79204.89,72913.46,81685.37,77727.43,74257.66,71584.89,76749.46,79336.48,80940.89,78771.57,79749.87,72505.04,80607.89,85195.83,84688.29,85637.15,82593.33,76907.21,82813.52,72079.6,82273.53,82525.35,84538.49,86406.6,78710.32,86633.52,77575.45,79058.73,78463.75,77341.22,80752.02,84882.79,85504.62,85726.31,85670.91,84292.29,85661.75,92054.72,85377.69,82810.96,85872.07,85793.42,83817.13,78280.29,85789.79,88270.96,86929.51,81096.25,76211.66,84255.17,88505.14,88063.99,89153.81,84467.77,84851.11,83679.37,90562.13,80344.11,88604.62,87966.13,85519.81,80504.89,84211.99,82385.7,84019.02,82253.61,87242.9,82810.82,85600.8,85086.55,79551.3,84605.21,82227.87,87355.03,89335.33,83558.07,81327.46,81453.52,80814.19,84210.81,86230.14,91186.09,80098.5,84061.81,89245.39,87829.09,78128.47,84132.73,81288.82,84271.03,94674.36,85932.31,94061.95,82013.51,82837.68,83844.22,53698.58,54183.31,45391.08,56839.29,58882.37,75418.49,69319.68,76441.08,84170.81,86948.97,82811.39,77045.43,83577.27,89196.84,83164.79,83217.05,87713.96,78405.12,82565.41,81772.43,84069.65,90016.81,88698.64
103,236.14889,426.925,16957.84,16814.13,17108.63,17026.34,16016.97,15265.54,15000.53,14856.71,14641.06,14180.57,14588.96,14326.54,13384.27,13641.41,13998.8,13149.56,13287.07,13138.66,13135.51,12597.7,12831.71,12811.06,12090.51,12081.25,12289.51,11914.04,11832.57,11460.63,11655.15,11641.84,11286.1,11603.63,11577.09,11503.49,11622.15,11941.05,10913.61,10409.21,10761.51,11298.75,10852.31,10947.9,10562.32,11014.39,11263.94,11114.85,11289.78,10875.65,11006.2,11010.6,11336.53,11063.67,11072.08,11188.1,10978.27,10613.87,10545.14,10109.04,10276.36,10451.06,10239.02,10204.15,9949.411,11203.37,10650.24,10609.45,10251.49,10303.66,10606.39,10227.91,11333.27,11187.93,11102.25,11221,11255.98,10489.83,10393.73,9728.428,10928.49,10822.8,10514.84,10372.39,10184.14,10257.93,9295.028,9691.824,10093.69,9762.688,9551.896,9780.235,9831.007,10594.82,10562.44,10477.76,10870.69,10450.49,9815.998,10189.27,9528.481,9814.266,9780.454,9682.345,9958.864,9602.558,9672.951,9741.883,9836.53,9976.891,9997.633,10376.91,9762.912,9828.772,10097.99,9189.677,9168.599,9623.435,9174.403,9359.528,9356.277,9685.86,9622.317,9504.451,9415.44,9661.962,9582.022,9767.995,9898.428,9636.48,9356.697,9654.168,9223.789,9593.018,9627.452,9153.358,9170.56,9416.058,9423.204,9395.356,9575.13,9505.522,9451.639,9299.523,9357.996,9220.199,9081.653,9235.89,9349.021,9256.16,9059.86,8814.199,9613.899,8348.02,8683.108,8610.104,16455.3,14652.74,14027.96,12623.8,11283.03,11592.89,11194.82,10917.17,10790.97,10211.79,11181.74,10556.48,9840.705,10191.65,9920.891,10382.82,9567.687,9651.56,9326.682,9641.224,9256.611,9189.057,8338.336
104,239.13862,601.253,11932.82,12118.9,11050.5,27449.05,12388.4,27184.88,26486.51,25713.29,25503,25509.96,25170.33,26934.45,28330.78,24732.77,23791.83,24240.59,23574.23,20932.84,22852.26,23823.88,22991.71,23703.46,22567.26,23439.38,23340.7,23498.32,23155.07,23637.74,23788.51,24218.9,24085.4,24295.16,27013.94,24256.74,23297.86,23630.45,22686.8,22794.84,22446.41,23768.98,22122.59,22957.93,23138.99,21109.14,24152.8,26083.51,25478.39,24334.46,23768.76,25434.8,25063.84,25882.05,21207.28,24502.49,27240.58,23809.23,24480.51,24110.25,24051.9,23869.55,24191.24,23390.77,23810.8,24939.07,24307.52,22418.05,22662.75,22445.04,23111.03,21655.87,22536.45,22746.75,23484.58,21993.18,23231.64,22169.71,21987.81,19628.04,21519.37,20643.45,21102.9,20460.53,20855.64,20339.03,20059.74,20281.95,21508.75,17714.25,21454.21,21177.09,22019.36,21378.96,22353.71,23375.46,22922.98,25620.77,21613.05,22240.88,20435.22,20892.53,20980.42,22642.27,20316.37,20000.39,21190.1,20294.54,20573.23,20988.67,20522.16,19837.41,19791.99,20062.68,19645.38,19506.58,20851.49,21677.32,19973.7,19097.49,20219.62,17637.9,18351.13,18225.68,17092.62,18888.84,17547.42,18731.36,19795.27,19164.31,19090.17,18160.18,18581.9,20761.62,18863.66,18415.63,18385.75,18713.88,18378.11,18402.97,18303.53,17997.32,17228.74,18214.9,17878.48,17807.9,17339.28,17736.86,17198.62,17098.57,16953.18,17007.49,16776.14,17197.33,17361.66,16695.08,11860.91,25805.24,25059.5,22935.03,23728.3,22632.44,22539.22,25634.45,23899.53,24959.41,21102.35,20171.74,21194.28,22206.1,20826.28,18496.49,19368.27,17337.55,18751.29,19049.27,16608.38,16740.77,16187.88
105,241.0312,551.329,291036.7,294965.4,299095.5,303874.9,285519,275818.8,283903.2,263736.3,262259.1,263650.8,237509.2,249180.5,246627,246347.7,232842.6,227825.9,221033.2,225434.3,212119.2,215568.4,204234.6,207208.7,207302.6,191504.3,210980.4,198234.4,195004.8,193179.4,189874.9,188894.6,195066.9,190191.4,187758.1,193692.3,185481.1,179220.6,167057.9,172697.4,173079.9,175242.2,167705.7,171540.4,153622.4,147858.6,142788.4,138491.8,158600.4,134580.3,140207.5,146367.8,141738.7,133057.4,138180.8,134739.4,137623.2,135977.3,139462.8,139915.6,134735.7,128940.9,136811.1,132202.6,133480.1,130946.1,132936.5,129553.4,155377.6,121829.9,129316.2,126551.2,121021.7,129785.6,122374.2,142735.6,127870.4,124193.1,122232.8,115850.8,117008.9,119718.1,117393.8,115418.6,120982.4,117705.3,110671.4,121242,121703.1,117967.4,125811,127582.6,124499.2,117778,122732.3,131621.3,122824.1,128468.7,116164.3,115186.2,116849.5,115570.7,114059,112385.8,120015.2,111171.5,118130.7,112632.5,111221,111574.3,111450.6,115495.2,117525.2,114940.3,121544.3,111855.5,103310.7,117114.4,108023.9,103785.9,105607.8,102770.1,106552.1,105963.2,109463.5,131385.4,106503.6,109207.4,108429.6,110671,108866.2,104545.6,106428.6,106412.2,106519.8,102436.5,104457.9,103186.7,107917.8,105723.7,106863.2,109003.7,113302.2,102208.3,108558.4,108616.7,105476.3,101194.9,105601.8,108602.4,111260.1,112719.5,106271.4,115651.6,114485.7,110214.7,315197.8,275667.5,229315.8,210391.1,199778.7,187776.1,182941.6,140605.8,130747.5,133396.6,127577.2,118615.1,119801.3,122524.3,114655.6,115943.5,111572.9,100830.7,116507,104692.6,100359,106834.7,107452
106,241.15457,394.239,177619.8,94800.34,94714.93,86069.44,79762.72,77008.96,71214.4,71527,69345.32,64085.22,67181.78,70037.61,56469.3,61024.4,60688.17,60555.7,64302.85,48898.28,63230.94,46696.79,62726.05,53073.99,57033.33,44384.34,56054.62,44102.5,46038.64,46784.87,23869.4,46169.94,43179.06,22816.2,22415.07,20686.2,46833.39,43866.67,47112.34,29468.98,20936.6,38020.74,22909.43,36964.09,21416.84,21568.07,44504.82,45962.97,24703.13,25829.76,43326.78,25261.95,38018.08,49359.55,42423.86,42621.07,44097.8,43784.81,52624.16,46156.13,46869.66,49551.56,41790.41,30226.29,29230.95,44721.66,49950.64,44919.01,53545.33,44151.99,37183.8,40066.1,44907.43,44310.7,48429.95,59798.57,63530.8,48890.99,51524.68,56082.34,61863.54,54339.04,54222.53,56304.83,58129.78,60918.08,56500.93,60214.51,57056.17,60649.32,52644.87,58289.7,59376.04,66858.36,65410.74,63348.76,65398.69,67563.79,65821.98,66963.88,68799.61,70545.56,71768.34,72846.48,77100.4,76920.44,79341.5,79406.06,81179.93,83122.63,80075.56,89038.33,88149.46,89045.84,17834.31,85400.51,90687.09,94182.73,97731.79,93323.7,95071.48,100315.1,113919.5,104394.3,99131.37,100696.4,104333.1,110275,110536.6,111739.6,115911.7,116720,111669.6,118202.7,119209.7,117451.4,121225.5,122593.4,124790.9,122636.4,124921.4,121908.5,121853.2,124964.2,120744.2,120648.6,129758.4,132775.7,128686.6,137132.4,134841.4,136514.4,44204.87,134659.3,133583,133352.6,70823.58,67012.98,59821.08,43195.43,44819.69,22461.18,40726.44,25783.18,28233.48,39564.43,55439.9,51569.08,60008.91,61807.79,68807.21,88911.43,92034.58,105359.3,105330.1,116395.3,127735.9,132305.5,135535.4
107,242.0111,60.374,6779.733,6839.773,6769.086,6962.517,6494.333,6603.179,6625.967,6376.746,6554.929,6416.457,6656.619,6724.48,6526.134,6915.846,6610.822,6492.88,6388.8,6948.002,6607.078,6374.495,6129.701,6394.016,6081.214,6346.95,6258.6,6773.47,6305.969,5901.913,6063.931,6068.507,6232.308,6476.718,6648.268,6491.996,6228.536,6414.171,6471.194,6370.604,6397.724,6164.762,5903.317,5712.748,6046.363,5821.457,6690.858,6734.279,6557.864,6621.398,6363.472,6561.117,6996.832,6681.081,7201.568,6513.626,6380.947,6402.451,6425.557,6419.179,6280.983,6431.929,6402.392,6125.625,6033.4,6952.502,6552.499,6563.286,6268.589,6157.44,5981.895,6045.343,6865.44,6541.92,6558.654,6572.033,6477.569,6463.863,6374.419,6287.382,6997.461,6951.343,6635.33,6664.479,6524.226,6323.524,6118.805,5862.332,5966.075,6383.428,5877.94,5719.528,5878.688,6171.335,6463.223,6569.954,6083.872,6391.387,6342.38,5963.663,5972.24,6079.455,6039.742,5967.051,6009.267,6001.589,5464.962,5855.506,6000.63,5967.902,5890.971,6034.143,6208.015,5929.929,5949.362,5915.026,6245.51,5819.725,5796.267,5779.653,5651.689,5947.157,6091.373,5797.367,6144.912,5875.248,5999.67,5796.423,5793.611,6003.664,5847.233,6054.766,5792.271,5936.076,6073.148,5965.093,5894.24,6079.103,5973.851,6016.492,5978.7,5796.761,5837.12,5712.998,5896.443,6022.035,6017.263,5773.852,6105.26,6015.999,5746.84,5592.285,6067.057,5940.982,6001.921,5668.241,6956.532,6688.123,6466.715,6181.02,6290.728,6905.25,5960.638,6487.989,6462.594,6144.763,6852.7,6527.052,6149.76,6446.266,6002.147,6582.26,5736.413,5926.824,5949.184,5937.905,6299.973,6257.388,5968.185
108,243.09716,493.87,60898.12,56742.46,62045.96,59258.81,57800.51,53338.08,52845.85,52323.07,49303.84,53335.91,48799.54,46394.81,50815.34,43908.38,46009.13,44079.56,41989.77,39239.36,42598.71,40479.92,39623.28,40145.19,38625.26,38375.09,38057.1,37880.92,37629.11,36793.8,34614.47,34221.64,33800.02,34987.73,35368.31,34405.86,34533.55,32264.63,30624.3,29587.39,29422.02,31287.54,32552.5,29823.16,27728.13,30150.4,29691.76,29757.37,30062.16,29645.19,29617.08,29298.67,28548.13,29055.96,26231.4,28522.56,27652.83,26369.29,26725.06,26217.45,25140.46,26383.5,26954.66,25449.28,26919.14,28103.01,26590.85,26264.52,25766.6,24807.5,27301.75,24899.98,25025.37,23606.92,25740.63,23720.05,24959.31,24326.32,24262.44,22518.09,25758.06,24246.05,21544.83,23825.4,22891.51,22175.1,19546.22,19530.29,20532.1,17533.62,18986.29,19625.77,18869.15,20207.63,19575.95,18561.81,18976,17798.26,16800.58,16772.85,17114.16,16193.83,15562.58,15623.43,15883.11,15308.65,15266.56,14265.87,14196.06,14039.69,14135.75,14577.93,13810.52,13733.66,14166.09,17434.93,13821.87,13968.47,13009.65,12999.83,12908.65,12282.57,13101.47,12039.62,11897,12270.14,12148.92,12099.5,12528.84,11422.88,11890.09,11783.82,11327.55,10726.63,10823.84,11089.83,10810.79,11155.47,10956.69,10799.27,10247.8,10558.13,10724.65,10549.44,10517.1,10661.96,10527.81,9949.44,9769.891,12919.44,9744.075,9777.253,9517.431,10516.12,10707.64,10467.57,62270.18,51849.05,47815.47,39799.41,34790.76,29505.56,28227.78,30010.91,25169.23,28385.24,23212.99,23773.87,22054.98,18105.71,17092.63,14037.61,14312.5,12765.25,13316.57,10936.75,9582.382,9969.406,9668.553
109,243.15848,274.346,8695.428,9023.716,9166.226,8466.77,8669.559,8401.063,8197.786,8148.856,8091.3,8123.309,7841.28,8032.003,7802.538,6553.544,7762.716,7688.087,8340.189,8046.586,7796.708,7692.205,7561.584,7603.408,7313.387,7701.167,7730.619,6619.051,7191.333,7043.918,7180.912,7134.669,6893.904,7044.951,7168.743,7061.2,7450.074,7599.9,7238.268,6116.539,6803.267,7157.8,6595.107,7107.568,6411.434,6673.274,7657.912,7569.412,7522.104,7833.389,7596.173,7382.787,6988.428,7271.482,7697.978,7600.527,7573.685,7491.676,7304.593,7439.315,7593.15,7204.12,7080.361,7529.332,6961.805,7569.329,7089.718,6823.131,6858.848,6879.627,6900.817,6656.758,7036.871,6970.999,7161.875,6713.013,6883.655,7140.391,6994.292,6552.351,7325.547,7310.634,7026.491,7255.507,7104.11,7446.08,6133.504,6515.505,6943.302,7093.324,7131.169,7183.761,6903.116,7162.878,7461.279,7224.401,7220.633,7516.821,7157.35,6818.915,6496.547,6485.894,6685.46,6621.511,6941.572,6621.811,6405.84,6372.31,6243.809,6479.298,6344.722,6166.597,6403.848,6471.227,6956.955,6413.22,6638.784,6285.095,6626.371,6324.996,6234.776,6363.192,6491.62,6093.551,6393.265,5943.649,5605.514,5647.026,5944.222,6068.565,6169.628,6313.067,6316.069,6145.648,6242.951,6131.024,6196.898,6100.546,6209.576,6291.323,6189.133,6057.418,5699.588,5455.579,6112.978,5725.916,5791.426,6169.586,6038.108,6266.8,6233.736,6168.316,7120.211,6021.911,6060.538,6243.766,8954.643,8156.753,8041.401,7401.05,6685.153,7945.021,7302.814,7358.805,7064.027,6671.367,7354.143,7009.912,7099.232,7074.551,6950.815,6574.22,6611.147,6403.665,5880.873,6027.312,6245.417,6157.33,6022.25
