name,mz,rt,global_positive_Batch1_A1,global_positive_Batch1_A2,global_positive_Batch1_A3,global_positive_Batch1_A4,global_positive_Batch1_A5,global_positive_Batch1_F76,global_positive_Batch1_F77,global_positive_Batch1_F78,global_positive_Batch1_F79,global_positive_Batch1_F80
M209T110,208.890076,110.4249191,2489397.973,2022545.824,2031193.322,2269759.768,1674620.306,1823997.725,1657364.243,1555083.075,1646734.738,1755397.363
M209T632,208.988383,631.562499,86614.58574,32392.7543,NA,43434.27301,63680.4176,NA,NA,NA,NA,NA
M209T474,209.0918516,474.1508179,817882.5593,666489.8755,733494.1958,529100.7319,733858.0446,964263.6183,929831.3412,792499.1403,1067600.181,755662.0523
M209T683,209.1164952,683.1871948,476620.8329,406589.793,446875.3592,421302.4938,520118.6117,459818.6826,481240.4132,605031.0931,862620.9947,960901.5822
M209T107,209.1139172,106.71,219010.9536,224893.3528,173407.2282,142898.4178,188606.4724,NA,36936.86797,37261.34798,NA,39482.53531
M210T694,210.1198483,694.4924316,379308.9727,121004.744,289620.2459,290064.4046,247230.402,116478.6319,101768.2119,223740.0346,199481.7924,NA
M210T218,210.0605441,218.284729,NA,490748.7686,1245861.563,954200.7677,1086133.623,584769.6167,1013318.787,NA,NA,NA
M211T109,210.904841,109.1231308,352925.3885,247635.5442,305255.7483,260255.814,251511.8401,263620.3134,229279.7952,204831.6482,225898.9856,246314.818
M211T584,211.0051559,584.0596313,315795.5844,80707.41537,67513.8445,46608.20675,40355.83104,NA,NA,107408.4194,NA,53262.91254
M211T111,211.1157357,111.346756,80068.41804,32627.71502,78834.1048,29596.8951,76934.45462,NA,30801.54981,68953.41644,55106.59153,NA
M211T605,211.1436629,604.6823425,518752.0058,211371.8334,667228.1878,485019.5511,1033401.068,523439.8362,940509.0509,1197556.631,1037398.218,1213564.664
M212T147,211.9291197,147.1031418,NA,NA,NA,NA,NA,NA,349641.9785,125954.4317,332415.6057,108994.9189
M212T653,212.042886,653.192627,653319.6472,48478.96087,677194.9275,38991.61736,11072424.17,479377.6005,9141619.278,772186.7522,346920.4377,NA
M213T110,212.9021256,109.5240631,431646.6174,75159.62414,438681.2707,90574.52057,386911.6017,79290.19366,74009.94561,474773.9744,71534.59896,528229.3178
M213T111,213.0740749,111.1859985,256566.0659,162285.1289,445986.489,183066.4471,304132.5347,154482.0219,241238.4361,384229.8035,575526.065,197502.5257
M213T645,213.0709933,644.7114868,151325.4422,NA,33123.43707,189795.3509,136012.3023,20264.2607,745648.7557,437179.3688,NA,NA
M214T97,213.5512052,97.35698563,48149.17664,43301.71694,51801.15918,NA,43603.701,NA,NA,NA,NA,NA
M214T115,214.0056509,114.9864349,209287.6352,107307.4833,86334.69083,89452.97402,NA,NA,NA,28088.88678,NA,NA
M214T656,214.0883754,655.8070068,198050.5848,251583.3358,254075.8798,231278.5455,142572.8193,NA,203679.3837,241635.9508,162307.3488,35000.58744
M214T116,214.05826,116.2698441,120967.4802,205926.4965,315075.72,161333.6702,293663.0618,192423.148,299073.5438,362468.0965,329430.852,182117.5906
M214T662,214.2152783,661.6384277,190898.6532,96299.85266,111808.0497,76692.90483,28963.87131,32999.74339,244742.9088,146260.8701,27978.23746,NA
M215T112,214.835376,112.493515,434959.8843,386543.8882,453139.4113,483863.8668,381575.9325,405971.6544,NA,456807.8407,NA,533596.6393
M215T214,215.015915,213.6886597,2459447.123,1848635.208,3492993.553,3500796.748,3374470.559,970995.1025,2952355.071,NA,6397443.265,1039066.081
M215T98,214.988327,98.46528625,20362644.89,1510882.262,1409445.064,112924.254,1104186.581,72529.76373,65844.9068,88957.00642,11855061.01,12376770.53
M215T573,215.1539903,573.149292,2334497.827,1272348.502,1175768.913,918899.3566,1798215.833,NA,181772.6001,115087.3854,755488.2519,633448.3071
M216T99,215.9890293,99.35997772,530390.6844,480878.1421,531286.7266,566490.8735,513899.7618,303366.3,350407.9098,360177.6265,319697.2173,316535.308
M216T123,216.1158625,122.5893555,NA,NA,NA,115747.6425,NA,106677.0219,239878.4157,248642.7052,123288.1411,67597.30681
M216T659,216.1582043,658.7659302,NA,80236.3835,NA,NA,95246.25627,124188.4895,157157.7304,100199.1853,NA,121630.5363
M216T520,216.1956446,519.6912842,202938.9223,166668.6141,NA,926283.7214,119892.9684,NA,NA,NA,NA,NA
M216T98,216.2958997,97.8075,51434.29599,35146.98742,55344.41204,47569.20399,38582.45398,NA,NA,NA,NA,NA
M217T100,216.921758,99.54403687,4350744.381,177632.8967,207743.831,211606.0569,176567.9383,129527.0463,116281.6879,132913.8944,98884.84922,119417.2159
M217T601,217.0156172,601.4984436,241833.0643,179615.8898,294897.1258,295939.371,306627.7178,NA,379095.9797,482116.8578,757681.7304,535587.6665
M217T520,217.1042786,519.6894531,NA,NA,NA,NA,NA,236953.102,201461.0867,547363.6586,1035845.462,210946.2749
M217T605,217.1068864,604.689499,634269.8973,609748.7458,641216.3455,619619.8913,621895.0917,619010.6931,349457.5449,550941.421,646013.9321,591957.2271
M217T150,217.1041548,149.9004059,1287192.676,99705.6303,903559.508,147549.2513,804939.7384,NA,66951.57708,NA,58537.09356,42916.00296
M218T113_1,217.6213043,112.928,NA,99047.389,76777.37049,71712.32863,87692.27355,NA,NA,72173.94171,68468.1586,72353.10946
M218T99,217.950708,99.35997772,35411.69783,466101.0312,413143.9181,375669.2961,397446.5046,267342.2796,210092.0062,219654.8058,230795.4651,194518.6437
M218T539,218.0808321,538.787323,60733.49741,45191.23284,63105.59492,50019.86487,80731.14311,91138.96224,58173.4509,71756.39719,88992.15279,62702.82607
M218T630,218.1375628,629.5792847,39357.42823,34349.36726,40197.88571,52285.35785,63115.33413,NA,NA,NA,NA,NA
M218T7,218.1381357,7.068564653,250171.9975,NA,NA,NA,NA,1028856.342,406605.068,410857.266,368589.4085,382465.2181
M218T83,218.1384305,82.55194855,NA,NA,NA,NA,NA,1445284.215,842020.7686,1906923.409,664879.9124,1179479.809
M218T130,218.1381276,130.1229706,793637.4175,609060.3646,NA,713580.2944,842172.3712,NA,NA,NA,NA,NA
M218T113_2,218.274647,112.919426,29370.92848,33011.66444,31554.13078,NA,41005.58366,NA,49267.6185,38190.44481,NA,29361.34585
M218T615,218.211219,614.5723049,70865.39177,567239.3795,49401.39872,38160.01028,51186.00021,NA,NA,NA,NA,NA
M219T100,218.9478097,99.55670166,47747.45509,408013.7999,738323.7976,48776.89564,57776.39917,394094.9974,29841.98524,326813.7845,326588.8548,136252.8133
M219T548,218.9948899,548.044,168522.5718,209342.9548,203282.7366,200021.6329,339441.6769,NA,108100.2934,NA,679055.3304,NA
M219T613,219.1223683,612.6526794,174516.7354,163193.4565,178513.7149,168958.7321,167679.9207,100637.3889,86905.66148,97547.00465,142741.9023,94038.72436
M219T114,219.0349008,113.7600021,133241.9132,806814.7107,88279.39578,141715.5658,202174.7708,156548.8359,37636364.97,89187.31219,29385170.65,27930192.88
M219T633,219.1732909,632.874,556127.8788,52758.00053,NA,442361.1568,419282.5135,165830.2669,NA,381716.4868,NA,NA
M220T113_1,219.92234,112.831871,70712.18236,38679.51541,36201.62819,68821.29113,39175.13585,131525.6363,42461.98634,NA,31434.13262,57283.96681
M220T519,220.1177355,518.694519,110789.4713,240120.2389,317700.122,227232.4662,253796.798,272838.0901,194134.9525,342606.8316,157788.2714,113880.0269
M220T115,220.0293225,114.8879547,160252.2597,1898762.553,115072.8218,1459746.242,64631.65021,1303418.598,66225.60428,1993382.37,91596.23012,2070462.971
M220T113_2,220.4434918,112.9642181,75606.75978,88899.17508,84097.76219,71254.75463,86937.83341,42229.67987,NA,58468.16456,60762.96071,76153.46811
M221T100,220.9433102,100.073101,3001704,98755.32619,55871.76285,59536.86103,55404.96894,2925954.888,30021.1898,2996902.22,2742723.754,2978803.998
M221T539,221.0916718,538.8167358,63097.99822,53041.75274,38136.33605,68940.89234,81389.94087,NA,NA,76677.83365,242390.0414,NA
M221T116,221.0243463,115.7362595,40535.75117,2225504.171,41502.22328,25690.02704,43601.12962,1340857.723,2668397.388,2304856.86,2014125.219,1879153.565
M221T616,221.0805571,616.2656101,396734.3539,159463.2989,443310.0622,415853.8554,117619.9126,103003.7474,105606.7836,320628.1548,329343.3624,314412.6931
M222T102,221.9817346,102.0183868,74277.78648,69983.88702,67930.7388,80275.08339,69492.55449,76389.66159,72298.93237,76307.58295,69851.36901,70770.07214
M222T571,222.0211303,570.873291,168836.7829,65210.16388,124604.3464,37565.96327,329264.9298,NA,NA,30548.34826,51074.06978,143036.4278
M222T113,222.0272326,112.9642181,98981.91687,129178.4242,92921.1931,68943.66227,104615.1441,NA,135037.1673,93393.88382,96504.94522,NA
M223T110,222.867004,110.1827545,2921859.556,134370.1899,2387761.451,198879.1902,2276176.738,1551172.844,1969665.36,2111856.053,2167593.415,1955351.094
M223T677,223.0946669,676.7299194,130506.1875,1784595.643,8387114.382,122441.1768,497492.2904,1733896.76,855687.4407,7715097.623,1765754.641,2640047.03
M223T112,223.0933225,112.06,2200931.28,2219423.514,2180991.518,1986801.722,2084930.849,3670461.234,3683615.164,2145732.319,5472355.144,7914527.884
M224T680,224.0988216,680.4996338,837281.3038,588175.343,209793.6584,603870.6589,495092.8015,213590.3941,202676.1042,532964.9359,192384.9007,284671.0852
M224T120,224.0966584,120.3069382,NA,NA,33811.90785,47549.31094,NA,NA,58197.86383,59515.84023,57494.29641,64729.46173
M225T111,224.8640128,110.7119865,1935275.627,1682264.964,1560196.407,1568624.392,1468337.852,1119878.143,1299444.545,1398266.163,1400721.322,1304219.823
M225T680,225.0598765,680.0535583,112074.0613,166778.9976,365807.6229,222756.5717,307560.999,NA,178648.1704,863711.202,621455.9374,468787.2151
M225T758,224.9920579,757.7483521,NA,NA,NA,NA,NA,3706625.136,NA,7425068.197,2122388.404,4224310.876
M225T115,225.0337426,114.7197113,1180876.192,1423046.269,1047056.254,873442.8596,1161178.169,888333.4681,1230326.73,1070905.496,788050.9766,772696.6344
M225T684,225.195498,683.901886,189214.7357,186028.7258,172573.2556,179455.4039,201240.1566,94015.74738,191134.0531,80086.18982,116936.7321,101027.2066
M226T114,226.0371147,113.9056778,51575.13573,58164.56921,59536.19707,39702.75798,56532.79099,62312.56123,71861.96679,NA,NA,NA
M226T599,226.1410852,599.2875977,35979.04016,NA,NA,NA,NA,284609.0996,405819.6823,463859.096,541597.7209,388073.213
M226T667,226.1788287,667.0805664,1224750.696,1158834.965,1212612.634,1335456.525,1234194.962,800354.8867,1027599.455,953391.6475,952367.6262,1159966.71
M227T109,226.878657,108.8484039,335284.5838,51136.13599,283515.953,33237.64086,42015.85377,166988.5894,223609.9064,235345.8916,230128.8332,207923.5044
M227T107,226.950427,106.5116158,67713.87194,42118.51272,73849.01665,45816.54474,58528.37304,11927803.32,54121.06743,62780.67739,57032.22975,57627.26482
M227T538,227.0788157,538.3799744,1574374.011,431347.6747,369561.6735,247351.7781,400379.8189,1174225.732,1713025.592,990865.4897,843065.1949,506132.212
M227T666,227.1820851,665.7865601,156542.0883,123191.725,56135.06963,155400.7999,63643.55478,89845.81168,115494.827,146472.9843,NA,152362.2246
M228T105,227.9540473,104.951,296052.67,285842.5932,312152.2889,340909.559,312989.8076,322771.9721,315704.8339,293777.2506,301060.0536,311828.9378
M228T612,228.0624684,612.2105103,42105.04905,NA,79649.18581,NA,40671.55625,101579.769,61211.98592,98284.33156,174840.8509,69925.82859
M228T538,228.0821296,538.0046997,168036.0028,39548.1302,33622.7455,NA,NA,114853.9688,170509.7284,95621.21478,75586.19189,NA
M228T737,228.2312902,737.1308899,1029990.609,842056.2882,854157.9593,972933.6925,818182.1689,300250.5136,301492.1903,380360.2129,387739.343,415003.6974
M228T117,228.1277347,117.1642532,NA,NA,74280.09895,NA,NA,45050.31756,54014.37506,67200.78406,71640.07854,55291.54108
M228T670,228.1947824,670.4343262,1454657.967,1067003.754,1115652.314,990654.2175,1047519.129,1209437.238,1600733.697,1269131.702,1485936.474,1596089.29
M229T100,228.9548229,99.53137207,324444.4835,288519.3562,341719.059,333639.8281,285494.9233,177656.8407,216144.0425,231057.6318,81259.46147,96632.36502
M229T670,229.1978429,670.4343262,160369.2042,129967.3253,136332.6879,107234.9766,121856.2147,127776.1478,176493.4043,145590.8175,196732.1239,237671.9205
M229T738,229.2346093,737.5615845,136929.9543,90472.55109,105493.8629,119368.4673,100666.5882,NA,NA,NA,NA,39886.228
M229T122,229.1539955,122.1363907,607680.7907,693375.0663,591937.6237,617983.2634,533300.2313,270930.9901,406890.4529,627757.6974,448884.498,410125.3965
M230T668,230.2463158,668.12323,157254.8535,2200238.065,144137.9135,186299.6102,253613.2625,74384.0328,243997.7678,168373.8084,93964.84613,34955.27525
M230T120,230.0952121,120.2739691,69821.79104,NA,75197.56487,59050.95205,58538.12988,NA,487884.9829,600929.1059,NA,NA
M230T530,230.1861648,530.4885254,113484.8448,80837.75546,55395.10953,64902.2892,94241.05612,NA,NA,NA,NA,NA
M231T103_1,230.8495089,102.9747925,165127.0263,225181.68,216756.8444,237000.6769,107299.8168,NA,67462.20472,144517.2421,139766.4328,132332.8688
M231T566,230.9947962,565.601,732249.0272,512773.7994,376709.2371,398899.9077,701560.8471,NA,NA,NA,NA,290846.6346
M231T103_2,230.9895161,102.7037263,58502.40711,4578368.906,65647.12949,53700.21669,60759.82807,1948829.183,2270034.442,2955015.583,1940330.501,1944999.199
M231T684,231.0671487,683.8104858,39454.8896,87626.89138,NA,54997.11872,62686.84608,NA,NA,NA,NA,NA
M232T97,231.9682515,97.33978653,532000.3391,458836.2358,497413.1946,484841.492,395966.9908,177863.9139,226409.259,258795.3999,182607.2393,162266.4691
M232T495,232.1539404,495.1946411,1523792.897,2788105.576,1592741.393,1137824.827,2210455.478,1212740.111,3483787.861,2136599.068,1247540.182,917650.4644
M233T109,232.8955443,109.2596627,5550062.14,37201.54937,4548176.174,4255924.486,4782793.08,2989923.502,4045169.107,4484856.47,4261117.352,3609473.787
M233T588,232.9852819,588.0241699,71867.39743,NA,NA,NA,60611.12411,48730.187,278564.4596,347124.7524,131290.8798,NA
M233T102,232.9635428,101.672081,89596.95046,532287.7445,94344.80733,2715346.948,2680631.215,1797168.012,1544476.617,46199.75871,86319.75657,40654.82928
M233T838,233.1466792,838.142334,278448.8783,246738.6378,262038.1213,NA,291336.8857,NA,743115.8782,NA,NA,NA
M233T602,233.0597758,602.1261597,464491.2544,301399.5096,506417.432,495122.9311,607174.3559,874608.2031,662559.6601,695693.164,1182664.984,577222.9331
M233T494,233.1573837,494.2949219,163473.8874,266354.4833,225283.4479,105975.6245,217325.5473,NA,328877.2467,205997.0748,121584.9689,NA
M234T99,233.913233,99.18858337,124695.0557,103131.9713,58864.34637,90078.81317,70005.1975,NA,60928.89298,31392.98074,73067.76205,53858.43098
M234T604,234.1333576,604.3477173,131096.9792,118607.0687,124504.7202,122729.2144,123613.428,NA,NA,NA,104119.1802,NA
M235T109,234.8928069,108.7372742,1809485.187,1754034.943,1508148.936,1369336.722,1569825.574,988603.2981,1347301.572,1428213.191,1356333.426,1158392.961
M235T669,235.1315116,668.7675781,1324095.108,1316618.088,1278210.703,1271895.09,1353189.331,314919.3245,355095.5205,332709.1021,361074.9625,757410.9347
M235T539,235.1073899,538.825,38265.48823,27290.24129,38962.59781,NA,43672.47952,NA,37939.20465,NA,NA,NA
M235T138,235.0916726,138.1336365,27081353.14,8243193.418,11023199.13,9288764.022,8323163.409,1601738.544,19883201.42,3867376.747,16863699.55,16256136.53
M235T706,235.168388,706.0691833,2064461.091,1910991.59,1731881.554,1851637.645,1555201.897,712168.8975,958768.9409,938232.1659,836517.6537,826872.5491
M236T669,236.1347499,669.0685425,164029.1033,169927.8218,149484.1468,168529.5096,178972.7096,NA,39194.67343,NA,NA,NA
M236T122,236.0951414,122.1156425,748426.172,746515.6463,639886.4564,528512.0636,536220.3883,NA,NA,NA,NA,NA
M236T708,236.1716025,707.9163818,265336.4536,251659.523,228679.6153,239474.4469,212698.8156,91036.91216,117526.9609,123031.0094,NA,112493.537
M236T613,236.1490241,612.8662109,94520.15203,90819.5169,110589.4198,93592.10396,85119.78806,NA,NA,NA,NA,NA
M237T108,236.8908845,108.487587,86732.78415,94587.79685,NA,71818.05029,81761.11364,51538.1444,46070.91347,79427.64092,65038.38677,67668.12085
M237T653,236.9940345,652.8817749,747661.3691,1137462.756,450097.4558,2192188.179,40665.92177,447324.7996,1247434.062,196104.7196,656765.9067,810055.9631
M237T758,237.0120652,757.7883911,NA,863568.5735,1464050.396,NA,NA,1539959.636,3088848.6,2973457.813,4353893.399,5010958.031
M237T803,237.012085,803.1172485,3425712.564,1192328.053,1004437.406,NA,NA,845063.5301,1781480.103,2296365.835,1762055.404,2710473.072
M237T105,236.920782,105.2601832,181406.716,193760.6518,214284.4051,184312.2058,231911.6471,164123.1159,228034.3015,283032.1539,239978.9902,223510.8456
M237T685,237.0785906,684.665,3412762.564,2541102.976,557758.0781,480059.0396,457749.0223,1403048.772,270462.147,518148.1857,4863414.754,488582.6933
M239T110_1,238.8409179,109.663765,743327.4767,116167.439,559394.4911,90201.51318,88727.48184,52458.14726,74857.00061,629252.6039,593141.1692,470540.5394
M239T616,239.0901431,615.5932617,71506.00775,56358.19555,19744567.79,166638.9769,5403237.623,5413785.786,8283769.785,14553920.12,38038.25887,14553763.11
M239T110_2,239.0672058,110.0895233,212500.3543,128099.8904,665828.7172,550022.9225,695603.2697,573204.96,765495.615,904026.8079,807294.3949,705379.907
M239T685,239.0578347,684.5946045,307610.8717,173611.0627,455349.4074,450092.6702,364674.3294,NA,670661.8036,852728.6964,451388.1655,800728.3418
M239T762,239.236092,762.063324,232925.6128,101837.954,78900.36193,98795.77843,95834.89936,79213.18761,116630.6339,164196.6746,70764.76876,114101.3709
M239T140,239.3732845,140.3514404,NA,NA,261862.2935,277034.6236,200439.8445,NA,214088.4287,156574.6943,266949.295,88221.44065
M240T615,240.0941285,615.3659363,2217916.797,854690.917,2485539.327,2313529.76,619687.9109,610977.4683,909645.6841,1675646.207,1688028.285,1678393.391
M240T122,240.1110749,121.9578629,NA,NA,41411.25918,167239.6196,114207.3806,372692.8595,139743.4337,140688.2198,170862.627,NA
M240T718,240.1469372,717.5960083,571077.0431,789166.6441,589341.9788,481992.5219,610207.0388,NA,NA,NA,290052.9225,NA
M241T110,240.8379604,109.6746178,496203.6044,500124.7769,392771.2752,350236.5128,434400.0402,205854.2158,334064.9498,450819.4494,411716.1816,313243.8317
M241T675,241.106,675.0549597,4782251.65,356750.6236,2062626.875,863922.2805,584122.7905,418683.613,345351.5078,245753.5909,307574.6962,448576.2013
M241T115,241.0076692,114.8658905,154246.8477,280973.3864,186833.9757,151188.0118,228140.2371,111874.086,251351.2026,203132.4627,169619.9603,135079.0511
M241T613,241.1040439,613.0930786,390391.7471,433250.0971,414858.8073,408895.8739,402146.2503,734104.6533,923841.6965,834623.5165,1139875.891,938620.4058
M241T124,241.1540421,123.8644905,74256.3144,111202.5367,65340.21264,94714.11423,85164.16841,NA,NA,56533.87039,NA,NA
M242T613,242.1074364,612.8720093,NA,NA,NA,NA,NA,NA,81253.24713,97179.9418,112999.0762,96853.24072
M243T110,242.8354159,109.663765,91334.93371,85154.0919,80170.70299,72460.48713,89551.1762,NA,64495.19045,82707.60775,82977.46157,67120.58265
M243T98,242.9659545,97.56807327,88122.85969,41633.46337,38702.88585,41067.88187,36307.90597,3581131.453,57788.17592,74232.73505,4910614.546,64469.65769
