name,mz,rt,Blank_3,Blank_4,QC_1,QC_2,PS4P1,PS4P2,PS4P3,PS4P4
M86T43_POS,86.05973588241766,43.19548416137695,NA,NA,6155332.832598551,2409599.9726556498,4389342.948969284,5449565.760408023,5066120.812517024,5629164.530228125
M86T60_POS,86.09613808514092,59.686370849609375,NA,NA,12513159.724352835,NA,28556903.15254114,NA,27723995.818518985,18296298.961330887
M86T36_POS,86.0960822212371,36.36617660522461,NA,NA,19498885.13088542,NA,9937323.86559271,NA,NA,5927055.320152078
M87T834_POS,86.95223824870473,834.25909423828125,4318406.633259099,4678203.162491808,15120487.171505436,5187077.45045409,15261342.229576493,18378434.315077253,14976800.682797931,14219595.297822246
M87T33_1_POS,86.95256130721563,32.65797424316406,937437.9975724056,1168474.8682307813,NA,NA,NA,NA,NA,NA
M87T33_2_POS,86.98917236128143,33.43596267700195,NA,NA,301055.26731543004,NA,420982.04957343795,436993.84219765617,319618.60778610484,417821.94559609366
M87T34_POS,87.0185894766667,33.931328741455076,NA,NA,337908.901517104,137997.69132846492,NA,NA,NA,NA
M87T33_3_POS,87.04372449940593,32.90354537963867,5767316.160955555,7078833.663289842,11067501.82833194,NA,17838589.288533926,10306005.585487494,8272183.433600004,10644868.653554166
M87T884_POS,87.04375440119678,884.39605712890625,NA,NA,9902179.345341545,NA,NA,24617501.523143418,14362267.963006936,NA
M87T922_POS,87.04386879174743,922.202880859375,3742395.6984709385,NA,NA,NA,NA,7548233.958981775,NA,NA
M87T1015_POS,87.04376563586521,1015.4630126953125,3861702.9351158445,NA,NA,NA,NA,9647328.152140576,NA,NA
M87T1032_POS,87.04380151693908,1031.5049731445313,3127316.020015593,NA,NA,NA,NA,7680795.665156232,NA,NA
M87T139_POS,87.04376660016365,138.72724279785155,NA,NA,NA,3010889.6202857033,6002338.204008945,NA,NA,NA
M87T951_POS,87.0437707506068,951.07421875,NA,NA,12311518.1247162,NA,NA,8284922.750816267,NA,NA
M87T121_POS,87.04374479846894,120.596,NA,NA,NA,7647069.16425,NA,NA,NA,NA
M88T836_POS,87.95976005608087,835.5534333496093,NA,NA,6025271.703934607,1809464.4379952776,4423032.927974977,4626349.972844573,6847990.210842673,7756944.409053283
M88T33_POS,87.95996876273048,33.23221969604492,1293416.7237404096,999648.4041537769,NA,NA,NA,NA,NA,NA
M88T40_POS,88.03899088336289,40.48367881774902,NA,NA,15672568.691550648,6582758.408157456,10991285.93375075,12157090.45052559,8850127.317480678,16127226.40256663
M88T640_POS,88.44042027570961,640.183296875,NA,NA,2254570.1607098156,1805274.0562597762,907021.5354870151,720582.2706663731,1360438.5084292607,1638796.15396595
M89T33_1_POS,88.95214590653308,32.82278251647949,5679694.538372627,5795661.842082818,NA,NA,NA,NA,NA,NA
M89T835_POS,88.96804811900219,834.50115966796875,13329669.702021528,16307797.532673324,30544115.59243061,29660296.134271264,46075521.21228454,54258640.763927884,53427915.86374071,34146850.12569677
M89T33_2_POS,88.96820211540683,32.82278251647949,6501099.902460941,6141339.785359006,NA,NA,NA,NA,NA,NA
M89T825_POS,88.99062193423639,825.0980224609375,50276361.069913,55187375.62422272,43265626.397107534,28165659.024260964,44653890.76035493,44006324.934040055,44638374.06787521,41099793.20039478
M89T309_POS,88.99070961662355,309.2588806152344,NA,NA,13547904.962677814,NA,NA,NA,NA,NA
M89T631_POS,88.99066092329882,630.58197021484375,NA,NA,8264216.837160036,NA,NA,NA,NA,NA
M89T53_POS,89.03743150318388,52.784271240234375,NA,NA,289450.2654989148,NA,NA,NA,182219.2703605371,NA
M89T499_POS,89.05939344359584,498.7697296142578,2124813.1746721175,NA,4555352.495393808,3141031.343729389,3093340.3859835654,2831415.6970262052,3314089.5250546834,NA
M89T126_POS,89.05934783791622,126.20748040771485,NA,NA,353677343.66058767,164679661.17292336,NA,NA,NA,NA
M89T294_POS,89.05939873324014,294.15750134277346,NA,NA,63090406.3085482,43019906.29686904,NA,NA,NA,NA
M89T165_POS,89.05942517902616,165.10105895996094,NA,NA,7115164.598720932,NA,NA,NA,NA,NA
M89T176_POS,89.05940749229998,176.16360473632812,NA,NA,4061388.7562608654,NA,NA,NA,NA,NA
M89T152_POS,89.05939274805645,151.5855255126953,NA,NA,8756571.598084819,NA,NA,NA,NA,NA
M90T830_POS,89.96066129112363,829.553,NA,NA,NA,5952190.7009416465,11903394.124238802,8968361.966438927,NA,NA
M90T36_POS,90.05459592622258,35.810302734375,NA,NA,2543620.203998633,1223288.3322679684,4275706.402969229,NA,2220956.182775514,3266513.0399238137
M90T126_POS,90.06270124703056,126.20748040771485,NA,NA,12106183.450099824,5851178.188076939,NA,NA,NA,NA
M90T294_POS,90.06275453992285,294.31650134277345,NA,NA,1770905.188544746,1219795.4863967479,NA,NA,NA,NA
M91T860_POS,90.94735433148577,859.5887451171875,16798136.353524435,13601139.020667812,12149461.774135988,18258006.443611313,15604742.612500058,15138772.26557812,11931013.356862102,31272475.303776667
M91T885_POS,90.94737797744105,884.572265625,NA,NA,6791087.9355267985,4203391.736255973,7912328.446079933,7689856.992020043,9434141.25851616,6344328.014156256
M91T938_POS,90.94740816249853,938.19287109375,3689280.774799649,3727605.831333328,NA,3577002.2996718897,4800695.20262744,4807664.441999988,6231482.438628579,3532296.8192729913
M91T985_POS,90.94738302721174,985.08447265625,3547849.7354605235,NA,4551686.520477676,3012524.3599378825,3630692.88341668,5111615.314659931,3332146.3092589234,2929379.911499974
M91T1015_POS,90.94738212749496,1015.1502185058594,2819853.1434643073,4951682.055302071,3637604.0320981853,1482515.9088318385,9216772.712713437,6544470.0914158365,2610360.510199665,6583326.647176537
M91T962_POS,90.94738516059367,961.59039306640625,3673854.5374044143,4313352.852690843,5001402.62409048,1668758.300585506,13359584.586869318,4782070.649249979,NA,NA
M91T906_POS,90.94737919837581,906.13726806640625,4412295.780673303,NA,NA,NA,14305961.18945314,6244789.757719776,6832311.2164755,8353433.122307808
M91T33_POS,90.94750882970185,32.82278251647949,157877358.20816037,161390753.72819746,NA,NA,NA,NA,NA,NA
M91T90_POS,90.94756376231847,89.549041748046875,NA,8861782.047601527,NA,NA,NA,NA,NA,NA
M91T79_POS,90.94753778372925,78.707611083984375,6338453.315698891,NA,NA,NA,NA,NA,NA,NA
M91T103_POS,90.94754167835387,102.9852066040039,3499923.995228488,NA,NA,NA,NA,NA,NA,NA
M91T57_POS,90.94754659879901,57.180782318115234,7629730.059000005,NA,NA,NA,NA,NA,NA,NA
M91T556_POS,91.053910876495,556.3437583007812,1085226.6067023433,506494.66236209526,1269059.507246588,564074.8821718817,1296733.1833368756,1376489.493381255,1161398.2325412296,1371343.794381641
M91T36_POS,91.05369101687063,36.00238309326172,NA,NA,4256182.664501429,2036965.6433366053,3885494.33045201,4719316.641127234,4414813.001522395,4806674.570547321
M91T153_POS,91.05700879711574,153.15776824951172,NA,NA,NA,NA,397846.2667974351,NA,61998.39655633218,NA
M91T126_POS,91.06359378016485,126.052,NA,NA,NA,337388.32945453125,NA,NA,NA,NA
M91T200_POS,91.07502634797657,199.933,NA,NA,NA,254908.3752654703,NA,NA,NA,NA
M91T127_POS,91.07499539457007,126.99948040771484,NA,NA,5509732.984690554,3564761.047359757,NA,NA,NA,NA
M92T33_POS,91.94793982334897,32.958566665649414,3047817.5337239127,2982408.1896060216,NA,NA,NA,NA,NA,NA
M93T824_POS,92.98356374754476,824.48095703125,NA,537017.1855468741,NA,NA,NA,415615.4770872527,NA,NA
M93T832_POS,93.01226974184155,831.9759521484375,6718042.250965498,4299524.09926506,3085418.8695274973,2967879.2607705756,4756179.456924114,5523258.229313106,4607992.254895308,5618479.041972665
M93T209_POS,93.05430643025912,208.66909790039062,5154205.199999999,NA,3295666.341660938,3899147.186770165,3875251.547307044,6395181.9262235155,NA,6068628.482955876
M93T165_POS,93.05433496311541,164.7949447631836,32053051.214410443,6530715.520933776,3942053.1921739164,4980507.588807504,5066913.707241479,10169074.459437096,5484647.052482649,30607357.79534314
M93T193_POS,93.05431264398021,192.82190698242186,6148098.059347821,8198232.141289733,6437553.21750272,6158991.20597697,7450919.210226844,NA,5084207.198160772,7651102.706953129
M93T228_POS,93.05431267350646,228.33699841308595,4769672.425762141,NA,4887985.403959821,4806645.8355781315,5216505.457680288,9140660.035035068,6819407.50835291,7549574.940000007
M93T256_POS,93.05431316966526,256.45098876953125,3910233.1626147865,5088250.518799307,3210542.722214281,3859943.7850605515,NA,12292936.938953117,11796980.747066673,4805718.046757806
M93T76_POS,93.05429496928497,76.061676025390625,8065193.35459453,5719538.439012642,2587569.8345408207,NA,3685161.2310960954,NA,2315118.7768144505,9340543.093989661
M93T111_POS,93.05431808206205,111.45718383789062,9570055.81410726,4223992.225840417,2686678.0664047603,NA,8556659.562995309,NA,5503834.950634764,NA
M93T278_POS,93.05430572521368,277.6779528808594,5406581.966113263,NA,4819880.05358219,3516091.1748683034,NA,10648456.068370603,11741463.745354157,9507500.910265235
M93T311_POS,93.05433023939888,311.4582465820313,3579848.972495,NA,8958486.59240594,4426960.279258531,5831971.204475768,12377184.85990383,4782366.887383329,4468170.395331727
M93T845_POS,93.05435109433034,845.306,2977446.3543725302,11481840.319125034,NA,6887024.848986433,3998079.5224418603,NA,NA,NA
M93T131_POS,93.05429727270786,130.77134826660156,NA,NA,10621096.578804411,7810265.5564062605,NA,NA,9521898.478955789,13143293.322203897
M93T993_POS,93.05437743270538,993.14910888671875,4586269.357947897,3783951.284788131,1909165.7972460978,1540755.2021012625,NA,NA,NA,NA
M93T1024_POS,93.05437999509711,1024.2199731445312,5012311.193616064,4811156.925801856,NA,NA,3434757.65266543,3091171.86843937,NA,NA
M93T924_POS,93.05440042388192,924.45312890625,9953242.46122749,1904388.5610964564,NA,1449035.319900275,NA,NA,NA,NA
M93T949_POS,93.05440826958467,949.0557861328125,2543883.256483635,2107875.057424839,NA,1486491.5270957109,NA,NA,NA,NA
M93T358_POS,93.05434047969602,357.761,4742701.10396446,4719420.373477551,NA,2900048.1077449806,6014635.220376286,NA,NA,3921148.440178042
M93T892_POS,93.05436819596903,892.4693452148438,3688509.6581943547,NA,NA,3810249.8313119104,NA,NA,NA,NA
M93T417_POS,93.05429953448291,416.86285400390625,NA,NA,NA,NA,NA,NA,4972328.881638021,2476728.4764375105
M93T974_POS,93.05429690806469,973.7777099609375,NA,NA,1616983.2345147908,NA,NA,NA,NA,NA
M93T387_POS,93.05428350465633,386.7247314453125,NA,NA,3473844.503994783,NA,NA,NA,NA,NA
M93T872_POS,93.05439118884614,872.00750732421875,6969329.433501843,NA,NA,NA,NA,NA,NA,NA
M93T36_POS,93.06950530833942,35.787888388061525,2258475.3779604905,2096758.9599603713,8793073.724982968,5502572.674605588,7426301.948399261,9632650.34930301,8456987.391653758,9942187.735415014
M94T39_POS,94.06475217511681,39.433284759521484,NA,NA,NA,NA,NA,276437.9741920958,5527030.446960891,5729804.42503221
M95T829_POS,94.95485211378042,829.3835754394531,2033965.0373681786,2830762.7061317977,2024465.9138730275,1843637.644331606,2503482.265953099,2796203.9930314925,2568613.2131310455,2222157.3067255355
M95T831_POS,95.00785236056684,830.9168701171875,3373939.573116987,3844376.2594307717,2920658.159201688,1883046.0562394562,2744001.1955880667,3398873.1232242747,2272136.4430533773,NA
M95T35_POS,95.04872856922523,35.41878890991211,NA,NA,3641884.94173591,2186521.09221809,3728751.658328972,4026273.5297706337,4076653.186766619,4757804.20814717
M95T32_POS,95.08514230308589,32.153560638427734,NA,NA,2669762.1836687475,2582728.8594604186,5140124.90492926,3144255.123322916,4519759.397829861,4058079.061074998
M95T640_POS,95.08513599092554,640.4951171875,NA,NA,1079958.4217729387,NA,NA,NA,NA,1172687.4880224587
M95T969_POS,95.08535926234035,968.97357177734375,NA,2171638.8446180597,NA,NA,NA,2297564.889461172,NA,NA
M95T1031_POS,95.08526043091908,1031.1849731445313,NA,1352038.9326782227,NA,NA,NA,1328082.0509252923,NA,NA
M95T942_POS,95.08519728057921,942.31268310546875,NA,4674602.320294645,NA,NA,NA,1591011.7499947997,NA,NA
M95T996_POS,95.0853376982967,995.79107666015625,NA,1728875.8605918058,NA,NA,NA,4243710.039703454,NA,NA
M95T907_POS,95.08525517328647,907.255859375,NA,2045929.0104573763,NA,NA,NA,NA,NA,NA
M95T918_POS,95.08531798538073,918.1710205078125,NA,1585287.4965928756,NA,NA,NA,NA,NA,NA
M95T1017_POS,95.08535867490029,1017.0125122070312,NA,2100708.9694685577,NA,NA,NA,NA,NA,NA
M95T676_POS,95.44828771767916,675.7959899902344,NA,NA,1275186.9677731239,919342.55150238215,617162.0474866398,159244.8090890628,722162.9642845944,929489.9601689955
M96T126_POS,96.03282844158667,125.736,NA,NA,NA,521739.85683602194,NA,NA,NA,NA
M96T51_POS,96.04405605611862,50.74080720825195,NA,NA,2198232.624725595,1227703.9935851074,NA,NA,5244969.9853666695,1164607.6804067818
M96T32_POS,96.08850593916819,31.660537719726562,NA,NA,NA,NA,NA,102893.51300538497,169411.70683819993,126713.92390262288
M97T33_1_POS,96.92141044717737,33.228702545166016,NA,NA,242485.56666468788,NA,NA,NA,NA,NA
M97T829_POS,96.95306524347085,829.27960205078125,848094.7145345011,741106.6744698569,825240.129406849,NA,NA,674941.6122134853,869214.1688553627,786489.2169651648
M97T33_2_POS,96.96006623129628,32.82278251647949,7645515.847016683,4415744.907672968,NA,NA,NA,NA,NA,NA
M97T830_POS,97.00332168085446,830.2208251953125,4610964.651730467,3960892.837038024,2978426.636880551,NA,2619293.2291030223,3367979.1141787516,2938787.255961512,2804420.0090053375
M97T33_3_POS,97.02803093748598,32.5250129699707,NA,NA,2097147.1535601898,NA,NA,NA,1837290.5470171873,NA
M97T33_4_POS,97.06442643865489,33.22416305541992,3706497.2795428126,NA,NA,2145525.9996876735,3795551.886741294,2234215.887998046,2354561.518609028,2564793.4110562513
M97T46_POS,97.07569937964789,46.3671,NA,NA,NA,475584.6808441733,NA,NA,NA,NA
M97T32_POS,97.10079698457398,31.59301471710205,NA,NA,NA,520372.7141082589,575400.2337596156,447428.9595187493,NA,487194.7415660162
M98T32_POS,98.02332555236826,31.927250198364256,NA,NA,NA,48643.66203125007,NA,NA,NA,83378.03690400391
M98T295_POS,98.03275054439301,295.2641906738281,NA,NA,204552.60908472555,NA,NA,NA,NA,NA
M98T499_POS,98.03272786423712,499.2309875488281,NA,NA,65704.41984049419,NA,NA,NA,NA,NA
M99T849_POS,98.9609679983594,849.095,NA,NA,NA,1505823.7577687288,NA,NA,NA,NA
M99T38_POS,98.98374046027799,37.729549407958984,9540135.571658999,6292952.942803562,18917420.94944602,10827481.330149526,10943154.61248527,16589902.49253493,15933470.45496538,12273262.398895511
M99T461_POS,98.98376667411999,460.93,2640050.6207257016,NA,4749771.859167034,3212216.370883794,5828164.207111724,5163690.167143962,5240489.067796148,5539291.229738541
M99T58_POS,98.98372915266619,58.0401725769043,NA,NA,4440705.865248958,NA,NA,NA,NA,NA
M99T35_POS,99.03476616094453,35.21469306945801,4745458.242038764,7793131.5563497245,2979906.1269255225,2028220.4137148436,6544360.018096179,3455599.423891305,2417776.381118874,3104340.835753124
M99T254_POS,99.08008066552993,253.553,NA,NA,5491476.971979687,1889960.9841294603,3041403.616192773,2538403.920779997,NA,2107086.308195667
M99T34_POS,99.08016689307334,34.36585235595703,NA,3007603.499184196,1823723.1935668534,NA,NA,NA,1935192.4141147141,NA
M99T64_POS,99.08032076756025,63.68803024291992,NA,2205841.1182361636,NA,NA,NA,NA,NA,NA
M99T89_POS,99.08028134585507,89.06227111816406,NA,1981797.3480420369,NA,NA,NA,NA,NA,NA
M100T828_POS,99.97821561242594,828.06060791015625,NA,6780334.5017771395,6920210.903957341,NA,3665621.128448946,4214651.251133875,4038187.644439364,8465077.203524118
M100T892_POS,99.97834469913025,892.2090000000001,NA,NA,NA,1628926.6105409488,NA,NA,NA,NA
M100T38_POS,99.978403707631,37.87357521057129,NA,7100827.968168254,NA,NA,NA,NA,NA,653726.3725455988
M100T868_POS,99.97826319832852,867.604,NA,NA,NA,1373170.20467519,NA,NA,NA,NA
M100T920_POS,99.9783875607278,920.252,NA,NA,NA,1001007.3585173585,NA,NA,NA,NA
M100T940_POS,99.9783428022105,939.543,NA,NA,NA,3337708.086765362,NA,NA,NA,NA
M100T967_POS,99.97833638688238,966.88,NA,NA,NA,1919146.0158639874,NA,NA,NA,NA
M100T1011_POS,99.97835953743363,1010.78,NA,NA,NA,4181672.7574950284,NA,NA,NA,NA
M100T989_POS,99.97835493339889,988.928,NA,NA,NA,1195779.2349999978,NA,NA,NA,NA
